anime_id,genre_id,genre_weight,is_primary
298,2,0.3,0
298,8,0.2,0
298,15,0.5,1
299,1,0.2,0
299,2,0.5,1
299,9,0.3,0
300,7,0.5,1
300,12,0.2,0
300,16,0.3,0
301,1,0.3,0
301,6,0.2,0
301,14,0.5,1
302,12,0.3,0
302,16,0.2,0
302,17,0.5,1
303,1,0.3,0
303,4,0.5,1
303,9,0.2,0
304,2,0.2,0
304,8,0.3,0
304,9,0.5,1
305,13,0.2,0
305,14,0.5,1
305,15,0.3,0
306,1,0.5,1
306,4,0.3,0
306,6,0.2,0
307,6,0.5,1
307,11,0.3,0
307,17,0.2,0
308,10,0.2,0
308,11,0.5,1
308,18,0.3,0
309,3,0.2,0
309,7,0.3,0
309,16,0.5,1
310,5,0.5,1
310,10,0.3,0
310,15,0.2,0
311,3,0.3,0
311,7,0.2,0
311,8,0.5,1
312,10,0.3,0
312,13,0.5,1
312,18,0.2,0
313,11,0.2,0
313,17,0.3,0
313,18,0.5,1
314,4,0.2,0
314,5,0.5,1
314,6,0.3,0
315,10,0.5,1
315,13,0.3,0
315,15,0.2,0
316,2,0.3,0
316,8,0.2,0
316,15,0.5,1
317,1,0.2,0
317,2,0.5,1
317,9,0.3,0
318,7,0.5,1
318,12,0.2,0
318,16,0.3,0
319,1,0.3,0
319,6,0.2,0
319,14,0.5,1
320,12,0.3,0
320,16,0.2,0
320,17,0.5,1
321,1,0.3,0
321,4,0.5,1
321,9,0.2,0
322,2,0.2,0
322,8,0.3,0
322,9,0.5,1
323,13,0.2,0
323,14,0.5,1
323,15,0.3,0
324,1,0.5,1
324,4,0.3,0
324,6,0.2,0
325,6,0.5,1
325,11,0.3,0
325,17,0.2,0
326,10,0.2,0
326,11,0.5,1
326,18,0.3,0
327,3,0.2,0
327,7,0.3,0
327,16,0.5,1
328,5,0.5,1
328,10,0.3,0
328,15,0.2,0
329,3,0.3,0
329,7,0.2,0
329,8,0.5,1
330,10,0.3,0
330,13,0.5,1
330,18,0.2,0
331,11,0.2,0
331,17,0.3,0
331,18,0.5,1
332,4,0.2,0
332,5,0.5,1
332,6,0.3,0
333,10,0.5,1
333,13,0.3,0
333,15,0.2,0
334,2,0.3,0
334,8,0.2,0
334,15,0.5,1
335,1,0.2,0
335,2,0.5,1
335,9,0.3,0
336,7,0.5,1
336,12,0.2,0
336,16,0.3,0
337,1,0.3,0
337,6,0.2,0
337,14,0.5,1
338,12,0.3,0
338,16,0.2,0
338,17,0.5,1
339,1,0.3,0
339,4,0.5,1
339,9,0.2,0
340,2,0.2,0
340,8,0.3,0
340,9,0.5,1
341,13,0.2,0
341,14,0.5,1
341,15,0.3,0
342,1,0.5,1
342,4,0.3,0
342,6,0.2,0
343,6,0.5,1
343,11,0.3,0
343,17,0.2,0
344,10,0.2,0
344,11,0.5,1
344,18,0.3,0
345,3,0.2,0
345,7,0.3,0
345,16,0.5,1
346,5,0.5,1
346,10,0.3,0
346,15,0.2,0
347,3,0.3,0
347,7,0.2,0
347,8,0.5,1
348,10,0.3,0
348,13,0.5,1
348,18,0.2,0
349,11,0.2,0
349,17,0.3,0
349,18,0.5,1
350,4,0.2,0
350,5,0.5,1
350,6,0.3,0
351,10,0.5,1
351,13,0.3,0
351,15,0.2,0
352,2,0.3,0
352,8,0.2,0
352,15,0.5,1
353,1,0.2,0
353,2,0.5,1
353,9,0.3,0
354,7,0.5,1
354,12,0.2,0
354,16,0.3,0
355,1,0.3,0
355,6,0.2,0
355,14,0.5,1
356,12,0.3,0
356,16,0.2,0
356,17,0.5,1
357,1,0.3,0
357,4,0.5,1
357,9,0.2,0
358,2,0.2,0
358,8,0.3,0
358,9,0.5,1
359,13,0.2,0
359,14,0.5,1
359,15,0.3,0
360,1,0.5,1
360,4,0.3,0
360,6,0.2,0
