rating_id,user_id,anime_id,rating_date_key,score,review_length,helpful_votes,spoiler_flag
73,2842,101,20231128,6.8,66,0,0
74,672,193,20240423,6.4,285,0,0
75,4644,60,20230621,3.1,1191,2,0
76,2745,62,20241002,7.4,221,11,0
77,373,7,20230122,5.9,428,7,0
78,178,172,20240325,8.5,685,5,1
79,971,66,20241104,6.4,266,3,0
80,4022,55,20230705,8.6,176,15,0
81,5150,110,20240110,7.2,404,6,0
82,2168,339,20250819,6.9,1167,1,0
83,5292,318,20250502,7.5,994,24,0
84,2759,20,20250430,7.0,10,3,0
85,3324,130,20230822,5.8,169,4,0
86,3784,275,20230904,7.3,822,5,0
87,3657,233,20241125,7.0,719,3,0
88,1784,254,20250125,9.2,651,2,0
89,4850,254,20240211,9.0,878,10,0
90,2805,318,20251007,6.3,619,1,0
91,2796,266,20230225,4.9,76,0,1
92,618,217,20241223,8.5,1127,1,0
93,3635,113,20250909,6.9,420,4,0
94,4699,332,20231124,8.6,219,5,0
95,254,172,20241114,8.4,405,4,0
96,4990,228,20230802,8.6,238,14,0
97,5544,63,20230627,9.4,176,4,0
98,4205,303,20240204,7.5,962,12,0
99,3770,76,20231004,8.6,604,4,0
100,4558,53,20230722,5.1,405,3,0
101,4579,110,20251212,7.9,1114,13,0
102,3152,5,20230616,7.8,391,0,0
103,4221,117,20240811,6.7,918,0,0
104,1015,75,20231218,7.9,942,17,1
105,1753,28,20230328,8.4,544,7,0
106,3287,214,20250110,7.8,773,6,0
107,5017,115,20240810,9.8,575,11,0
108,2546,316,20231014,7.9,873,2,0
109,1757,297,20240326,7.6,179,0,0
110,5371,12,20231221,8.2,40,0,0
111,2284,221,20230311,5.8,773,2,0
112,462,253,20250404,7.9,147,11,0
113,4498,144,20230611,8.4,150,5,0
114,666,89,20230923,7.9,1175,13,0
115,3558,90,20241212,8.8,693,5,0
116,3837,162,20240410,9.4,252,4,0
117,2451,25,20230419,5.5,721,5,1
118,1172,178,20241018,7.4,150,18,0
119,4251,188,20250112,7.0,340,5,0
120,2637,153,20230311,4.7,421,0,0
121,2055,118,20240626,8.3,939,6,0
122,1642,92,20250907,9.0,989,8,0
123,1707,52,20230407,5.5,153,0,0
124,5028,70,20231229,8.5,919,1,0
125,2191,202,20230806,8.3,931,16,0
126,4776,337,20250105,5.8,534,0,0
127,2154,21,20230216,6.1,476,4,0
128,3885,219,20240429,10.0,1142,9,0
129,493,263,20251024,8.9,294,8,0
130,933,273,20251129,4.9,537,4,1
131,4117,271,20250421,6.3,94,0,0
132,490,146,20230805,9.6,1000,8,0
133,4950,313,20230926,7.8,1144,21,0
134,5266,176,20240210,9.5,723,0,0
135,121,138,20240815,6.2,138,0,0
136,5754,189,20240804,8.7,656,2,0
137,5563,133,20231023,8.8,454,2,0
138,1476,36,20250110,6.9,1061,7,0
139,1420,242,20240109,4.5,848,7,0
140,4026,300,20240802,7.4,667,1,0
141,3946,53,20230912,5.5,292,3,0
142,1482,205,20231203,4.5,338,14,0
143,3061,30,20251002,8.2,919,1,1
144,5270,83,20240914,7.9,312,21,0
145,3601,142,20241221,7.0,168,15,0
146,354,320,20250621,10.0,1102,12,0
147,5985,307,20250308,6.7,573,0,0
148,5171,208,20250828,9.2,278,2,0
149,4269,195,20240829,6.5,177,0,0
150,3007,333,20230710,8.4,1173,3,0
151,5060,37,20230919,6.5,1008,2,0
152,1042,114,20240929,8.1,6,0,0
153,5336,190,20230817,9.7,552,13,0
154,1884,227,20250723,8.2,241,0,0
155,4886,177,20251202,7.9,395,7,0
156,4078,191,20250508,7.2,447,7,1
157,2286,151,20241102,6.3,1158,1,0
158,2744,252,20241016,10.0,445,7,0
159,3072,21,20241031,6.3,635,0,0
160,1673,335,20250413,7.1,164,0,0
161,2852,178,20230927,5.9,693,6,0
162,1255,17,20230417,8.5,765,5,0
163,712,183,20231005,6.6,223,4,0
164,5908,239,20240906,6.3,972,4,0
165,1943,356,20250619,5.0,261,0,0
166,2604,28,20230929,7.6,147,6,0
167,110,310,20231017,10.0,907,18,0
168,2515,234,20230323,7.2,805,2,0
169,2595,117,20230827,6.9,724,1,1
170,39,98,20230825,8.7,1066,3,0
171,3821,128,20250121,7.2,197,16,0
172,2388,32,20250303,8.6,1131,5,0
173,3390,186,20251216,7.3,835,0,0
174,1056,235,20240924,7.6,949,8,0
175,2724,263,20250509,8.3,987,6,0
176,4718,258,20230223,7.5,203,5,0
177,5576,99,20241205,7.9,491,8,0
178,5847,302,20231128,6.7,87,4,0
179,1272,68,20250322,8.0,1079,10,0
180,3117,193,20231121,7.5,181,0,0
181,1490,346,20240417,7.6,998,2,0
182,4960,344,20240728,8.7,89,2,1
183,2938,241,20250622,8.3,932,7,0
184,4775,78,20230125,5.1,879,0,0
185,5589,46,20240604,7.2,837,19,0
186,4148,151,20230322,5.5,454,0,0
187,1750,265,20230911,7.7,439,1,0
188,3936,104,20230101,5.9,365,1,0
189,2823,1,20250524,9.2,1005,37,0
190,4727,297,20231125,8.3,669,0,0
191,611,157,20250108,7.5,969,2,0
192,5033,320,20250201,6.5,779,8,0
193,4898,78,20250413,8.7,234,7,0
194,3615,275,20230809,5.7,862,15,0
195,3934,352,20230625,6.5,721,9,1
196,1055,53,20241107,8.1,334,2,0
197,2775,289,20231010,8.7,580,11,0
198,357,181,20241112,8.3,630,0,0
199,5492,174,20240323,6.9,1013,2,0
200,5706,97,20230323,7.7,75,0,0
201,2649,187,20240622,8.5,727,4,0
202,3588,247,20230831,6.0,217,6,0
203,1404,166,20240613,4.7,176,4,0
204,4462,200,20230716,7.9,342,7,0
205,1397,144,20240429,4.7,218,8,0
206,586,29,20230831,9.6,713,1,0
207,1557,114,20230701,7.3,1110,8,0
208,4929,105,20250701,8.7,1050,7,1
209,3430,110,20230308,6.5,394,3,0
210,1490,228,20240719,6.9,17,4,0
211,5440,11,20240130,6.0,718,3,0
212,2011,151,20230103,10.0,179,14,0
213,4495,79,20230424,8.7,766,2,0
214,2766,30,20230312,9.1,1103,8,0
215,3996,109,20230407,9.8,241,1,0
216,416,15,20231225,7.7,227,3,0
217,5702,199,20250523,8.9,460,3,0
218,3558,283,20231119,5.5,190,8,0
219,3510,115,20240405,7.5,500,6,0
220,1705,5,20250530,7.6,197,5,0
221,2016,101,20241024,5.4,655,14,1
222,3847,141,20230628,6.4,550,5,0
223,5680,285,20230701,8.3,1124,3,0
224,1982,117,20240201,6.9,686,21,0
225,95,355,20230517,6.8,938,18,0
226,3650,7,20241124,7.7,786,5,0
227,4933,79,20251206,7.2,720,12,0
228,5603,215,20230124,10.0,760,5,0
229,4175,156,20240122,5.2,918,4,0
230,4270,106,20250529,7.6,890,9,0
231,2950,278,20251005,6.8,630,10,0
232,82,73,20250405,5.4,427,2,0
233,5025,218,20250710,8.6,957,10,0
234,1261,132,20251130,8.5,790,9,1
235,4754,25,20250218,7.0,334,9,0
236,4025,221,20230819,6.3,207,3,0
237,1161,353,20250217,6.0,480,5,0
238,2332,282,20231208,7.2,1085,2,0
239,1958,142,20250315,6.0,763,10,0
240,1685,177,20250402,6.7,135,5,0
241,3605,46,20230113,6.4,141,4,0
242,4995,279,20230222,3.6,50,1,0
243,116,325,20231011,7.5,260,13,0
244,700,285,20251207,5.1,504,6,0
245,286,193,20250521,5.5,164,6,0
246,4898,121,20241227,6.8,1111,5,0
247,32,208,20240702,5.7,606,11,1
248,3186,6,20230218,6.1,353,8,0
249,785,227,20240730,7.6,659,0,0
250,4852,342,20231124,6.3,969,4,0
251,5772,95,20240228,3.8,552,8,0
252,5362,349,20231127,8.1,567,0,0
253,1324,276,20250416,5.1,177,3,0
254,3244,356,20230119,6.3,897,2,0
255,5451,238,20250921,7.2,503,9,0
256,1343,148,20250630,7.7,971,1,0
257,376,265,20241026,6.8,240,0,0
258,5250,40,20230227,6.0,759,5,0
259,3263,76,20250904,7.9,1022,0,0
260,646,68,20230602,6.1,97,9,1
261,4028,254,20230807,7.1,942,0,0
262,4791,122,20230318,7.0,635,6,0
263,2148,359,20231106,6.0,559,3,0
264,5142,355,20230505,7.1,731,5,0
265,3003,213,20250124,10.0,0,4,0
266,884,335,20240813,4.9,1135,6,0
267,480,207,20251012,7.5,169,2,0
268,237,153,20230829,8.1,1127,0,0
269,4900,269,20251020,9.3,990,2,0
270,2663,317,20230906,6.7,680,2,0
271,5849,29,20250809,3.9,213,8,0
272,1077,188,20240723,7.1,352,12,0
273,5710,266,20240224,7.9,61,2,1
274,4346,183,20241008,7.9,835,1,0
275,4969,264,20240317,6.4,410,5,0
276,845,4,20250226,7.9,593,0,0
277,5117,139,20250430,8.2,689,3,0
278,4897,298,20240217,5.7,1098,5,0
279,2592,19,20230809,6.9,251,1,0
280,3044,294,20240131,7.9,635,2,0
281,4439,338,20251017,8.3,336,4,0
282,4277,163,20240416,6.3,969,10,0
283,5124,343,20240902,7.6,301,6,0
284,2301,82,20250708,8.2,853,1,0
285,3909,140,20241019,7.7,65,4,0
286,1279,150,20230801,6.0,1000,2,1
287,5988,132,20250618,7.6,1100,13,0
288,38,96,20240312,3.6,825,6,0
289,123,268,20231025,5.5,826,3,0
290,5762,103,20240619,6.4,1023,2,0
291,4520,77,20250509,7.3,1109,5,0
292,2067,275,20240729,4.9,733,12,0
293,3520,247,20251226,6.7,405,11,0
294,2125,233,20241113,9.7,1174,0,0
295,4269,82,20230920,7.7,90,0,0
296,3100,252,20230809,6.8,967,7,0
297,2269,322,20240827,9.5,277,9,0
298,4708,211,20230324,7.1,503,9,0
299,4162,144,20250428,9.9,454,8,1
300,2769,152,20240124,6.3,100,4,0
301,5445,352,20240609,10.0,844,1,0
302,2646,248,20231117,7.7,131,0,0
303,324,54,20250902,6.3,775,6,0
304,129,285,20231217,9.0,1183,4,0
305,1977,105,20230729,6.5,316,2,0
306,2433,312,20240403,9.6,509,9,0
307,3207,94,20240914,6.0,309,0,0
308,1321,310,20241007,7.9,446,3,0
309,1305,248,20241129,6.0,1,2,0
310,4147,268,20240104,4.4,1018,11,0
311,152,220,20240704,6.5,445,10,0
312,5888,112,20240720,8.7,313,2,1
313,2913,253,20251220,8.6,886,0,0
314,510,230,20240226,10.0,183,1,0
315,39,229,20250122,8.1,819,2,0
316,5771,40,20240325,5.5,888,2,0
317,3488,215,20231112,7.9,1199,6,0
318,5866,72,20230403,4.8,391,2,0
319,586,91,20230905,5.7,856,0,0
320,5355,154,20240110,8.8,415,2,0
321,384,261,20230523,6.6,196,10,0
322,1057,182,20240316,5.6,518,4,0
323,2867,6,20241204,8.1,464,5,0
324,1590,40,20250922,6.3,678,4,0
325,233,294,20241129,8.2,669,4,1
326,711,177,20240425,6.7,85,10,0
327,2058,70,20250531,5.1,933,2,0
328,2402,91,20250421,7.0,393,3,0
329,2220,96,20240830,5.9,468,1,0
330,5854,179,20230327,9.6,908,8,0
331,4316,186,20250125,6.9,1153,3,0
332,3566,344,20240402,6.7,251,3,0
333,3479,5,20231215,7.4,37,3,0
334,2933,154,20231228,7.7,182,5,0
335,3692,298,20251216,7.1,1044,1,0
336,4256,60,20250523,10.0,926,3,0
337,3160,264,20230530,7.5,620,2,0
338,3847,79,20241216,8.1,939,8,1
339,3629,208,20230407,5.3,853,0,0
340,3460,345,20230507,7.9,617,2,0
341,1695,229,20230222,8.2,1001,5,0
342,3646,176,20251024,8.1,923,1,0
343,1769,341,20230925,7.1,535,22,0
344,320,273,20230826,8.3,186,7,0
345,3869,226,20250619,4.5,472,8,0
346,4907,288,20240308,7.4,672,12,0
347,3955,140,20240531,8.5,31,5,0
348,3540,280,20251102,5.0,961,1,0
349,3019,37,20230310,6.0,422,14,0
350,4187,174,20250830,7.3,648,13,0
351,828,134,20250918,5.8,936,10,1
352,2856,327,20231123,3.0,11,2,0
353,4714,147,20230209,6.2,1104,3,0
354,2921,192,20241228,6.1,398,6,0
355,2404,83,20230928,8.9,1191,13,0
356,1388,192,20230528,6.4,276,12,0
357,352,351,20230716,6.3,221,5,0
358,222,331,20250311,9.7,801,12,0
359,3482,76,20250408,5.7,734,1,0
360,787,348,20230503,6.2,7,6,0
361,860,339,20250505,8.9,81,8,0
362,4148,55,20250522,6.1,233,3,0
363,396,124,20230424,9.2,1118,6,0
364,885,130,20230501,10.0,608,5,1
365,5477,71,20250418,9.2,805,2,0
366,1690,193,20240120,7.4,333,2,0
367,2898,39,20230626,5.5,305,0,0
368,3933,91,20231112,7.9,737,4,0
369,3403,188,20240710,4.5,1044,4,0
370,992,236,20230705,5.0,397,4,0
371,1101,50,20250521,8.7,823,3,0
372,2329,269,20240223,8.1,453,4,0
373,1545,19,20230430,7.3,82,2,0
374,2637,129,20251121,6.7,935,0,0
375,2702,187,20230530,7.5,402,0,0
376,4361,200,20240928,10.0,1187,2,0
377,1097,292,20240223,5.4,286,5,1
378,2154,179,20240325,7.4,770,0,0
379,165,72,20241028,5.3,1104,6,0
380,3467,197,20241127,8.8,49,7,0
381,3406,237,20241102,8.3,185,7,0
382,5753,122,20250907,7.5,201,0,0
383,5315,333,20240115,6.9,861,0,0
384,3906,242,20231221,6.7,164,5,0
385,4621,221,20240428,10.0,87,1,0
386,3941,144,20230407,8.3,431,11,0
387,3333,302,20240802,4.0,586,2,0
388,1750,289,20230217,8.9,988,1,0
389,1502,139,20240704,8.7,20,3,0
390,2861,174,20250104,5.9,759,0,1
391,3202,8,20231228,7.6,657,8,0
392,877,38,20230901,7.6,166,15,0
393,5344,54,20240821,6.8,1054,18,0
394,4732,101,20230825,5.3,337,10,0
395,590,99,20250513,8.7,918,1,0
396,3157,326,20250606,6.3,1067,13,0
397,3150,226,20251125,9.2,216,6,0
398,270,278,20241002,6.8,541,4,0
399,855,280,20250123,4.8,275,10,0
400,2449,158,20240710,4.9,127,12,0
401,2160,270,20231222,6.2,994,12,0
402,2770,175,20250510,7.7,721,3,0
403,4210,334,20241104,4.8,1009,14,1
404,1339,2,20250612,7.8,530,16,0
405,2426,116,20230214,10.0,1199,11,0
406,5791,339,20231230,8.6,784,1,0
407,3124,189,20230405,5.0,797,3,0
408,3734,129,20240501,5.5,1184,6,0
409,3973,338,20251207,6.5,396,2,0
410,3282,241,20250322,8.8,306,4,0
411,2171,294,20230718,8.8,189,0,0
412,2073,103,20230921,6.5,759,2,0
413,2648,287,20241229,10.0,873,0,0
414,1272,25,20250320,7.7,470,2,0
415,995,263,20250720,7.3,799,3,0
416,2043,245,20230212,9.6,1,1,1
417,2618,355,20230502,7.1,1003,18,0
418,2071,199,20250629,8.6,1003,7,0
419,168,123,20250117,8.0,763,5,0
420,5240,187,20250731,10.0,101,0,0
421,1745,68,20251002,7.6,1139,0,0
422,5067,227,20240120,7.7,435,3,0
423,2232,107,20250927,6.9,792,20,0
424,4504,165,20250131,8.9,1105,1,0
425,1477,141,20230624,9.2,193,1,0
426,1763,260,20230430,8.3,104,3,0
427,1261,46,20240704,7.6,805,0,0
428,2548,351,20240908,7.4,210,0,0
429,709,170,20241204,6.1,74,0,1
430,1069,276,20240426,5.0,644,16,0
431,164,211,20230730,5.1,373,3,0
432,5124,352,20231112,7.3,59,10,0
433,5652,359,20240321,7.0,632,6,0
434,2591,29,20230716,8.8,873,4,0
435,3989,84,20251118,6.0,1166,4,0
436,3810,112,20230323,9.4,88,14,0
437,1109,180,20250401,7.6,666,7,0
438,5925,259,20230324,6.7,828,6,0
439,2864,67,20250105,9.4,26,0,0
440,3847,144,20230313,3.8,601,1,0
441,3265,161,20240111,7.9,1172,0,0
442,3359,1,20230608,8.2,754,12,1
443,1255,18,20230901,7.0,36,1,0
444,304,272,20240128,9.3,106,0,0
445,2935,255,20250823,8.0,2,5,0
446,2819,238,20250418,10.0,1086,0,0
447,4578,243,20250305,8.5,749,7,0
448,1476,215,20250702,5.9,451,3,0
449,3094,210,20230811,7.7,512,0,0
450,2469,181,20251023,8.4,425,4,0
451,1498,90,20240528,7.0,865,2,0
452,328,165,20231218,6.3,688,13,0
453,3370,191,20241111,6.5,253,6,0
454,2143,78,20250315,5.5,392,2,0
455,2814,192,20240601,8.1,236,6,1
456,3188,153,20250116,6.5,563,0,0
457,1155,213,20250312,8.0,748,0,0
458,2923,227,20250918,7.1,126,7,0
459,3250,289,20230210,9.0,187,4,0
460,4072,33,20250922,8.0,1054,1,0
461,3778,207,20250325,7.3,352,4,0
462,4417,105,20250112,8.4,262,1,0
463,649,321,20251202,6.0,1069,16,0
464,4678,177,20230422,8.1,169,2,0
465,5041,17,20250207,8.9,1130,11,0
466,709,179,20240329,3.9,129,6,0
467,745,76,20250204,6.8,1106,5,0
468,2816,7,20230412,6.4,174,2,1
469,1340,18,20250605,10.0,939,3,0
470,1489,197,20250310,9.7,976,6,0
471,981,92,20250630,7.7,312,8,0
472,2272,75,20241125,7.4,620,0,0
473,1085,326,20241127,7.1,495,0,0
474,2782,38,20231121,6.3,1136,0,0
475,5142,240,20250522,6.2,606,3,0
476,3643,134,20241215,7.1,481,7,0
477,1655,196,20230416,7.9,1193,0,0
478,2902,130,20240930,5.7,1062,7,0
479,5793,252,20241029,4.0,370,3,0
480,3318,264,20251202,9.3,176,7,0
481,3988,4,20250914,6.4,117,3,1
482,3406,241,20230817,7.3,437,3,0
483,4497,274,20231229,6.4,658,21,0
484,621,63,20230824,8.8,189,10,0
485,2404,303,20241121,6.8,823,5,0
486,5607,260,20240618,6.1,394,1,0
487,448,218,20240508,6.3,1066,2,0
488,2132,275,20240505,7.4,639,7,0
489,1841,189,20250904,9.1,660,6,0
490,226,149,20230315,8.7,587,11,0
491,3344,325,20241126,6.9,534,1,0
492,5202,90,20251206,7.8,575,1,0
493,2716,208,20240508,8.4,853,12,0
494,4387,22,20250512,6.5,770,0,1
495,1926,77,20230821,6.1,1002,0,0
496,2632,99,20240606,7.0,494,1,0
497,1721,344,20230227,5.9,289,31,0
498,5916,271,20230128,7.8,782,4,0
499,4108,91,20250808,8.1,425,3,0
500,275,5,20241116,8.5,843,2,0
501,1930,55,20241026,6.0,1077,0,0
502,1997,37,20240130,5.6,981,3,0
503,541,37,20251023,6.7,266,13,0
504,3783,140,20230530,7.6,436,0,0
505,1386,138,20250110,9.6,694,12,0
506,3556,342,20230808,7.3,495,4,0
507,2487,340,20230530,9.2,1164,10,1
508,1855,222,20240320,6.7,117,2,0
509,1129,332,20250611,7.3,568,9,0
510,5094,89,20230507,7.7,888,8,0
511,5360,321,20230824,6.1,1131,6,0
512,767,142,20231120,8.7,695,2,0
513,3312,165,20241026,7.7,1119,0,0
514,3362,48,20231212,8.4,780,3,0
515,2113,354,20230821,7.0,1105,2,0
516,2486,63,20250119,3.5,47,0,0
517,1999,95,20230620,7.6,848,1,0
518,3352,267,20230303,7.2,1106,2,0
519,5163,356,20230523,6.5,408,0,0
520,5331,34,20230603,8.0,498,2,1
521,435,288,20230421,8.2,89,0,0
522,1545,275,20251103,8.5,1107,7,0
523,5023,165,20230910,10.0,731,16,0
524,1533,33,20231120,7.9,293,7,0
525,853,245,20231215,6.7,745,1,0
526,3312,301,20251215,6.1,960,10,0
527,4714,31,20250908,7.5,135,2,0
528,2347,301,20251030,8.4,178,11,0
529,1012,238,20241220,8.8,1019,11,0
530,5100,266,20230530,7.9,141,2,0
531,4932,324,20230621,7.6,1190,4,0
532,3479,344,20250401,8.5,383,0,0
533,4612,251,20240908,6.4,407,0,1
534,2832,275,20230818,7.4,589,0,0
535,3269,257,20251104,7.9,978,1,0
536,3641,56,20240419,7.8,43,3,0
537,933,196,20250113,7.6,695,1,0
538,239,103,20230917,10.0,763,9,0
539,4257,317,20240607,7.3,1168,5,0
540,5814,113,20241030,4.2,453,7,0
541,358,85,20240322,9.7,647,2,0
542,466,48,20241107,7.3,625,7,0
543,5407,293,20250308,5.6,493,7,0
544,2569,206,20231112,6.7,621,3,0
545,625,300,20250914,7.4,744,13,0
546,139,73,20251119,6.8,881,6,1
547,4217,13,20231114,8.1,149,5,0
548,65,168,20230529,7.3,965,1,0
549,4678,306,20240316,8.3,195,6,0
550,98,85,20230410,9.5,441,4,0
551,3539,181,20240208,6.9,903,13,0
552,4137,302,20250820,9.2,442,5,0
553,2393,49,20230418,7.7,168,0,0
554,4734,187,20241221,6.2,856,1,0
555,1965,303,20230925,9.4,307,13,0
556,1559,124,20250226,9.2,1049,1,0
557,2934,318,20230513,10.0,367,3,0
558,5706,338,20241013,9.3,255,2,0
559,244,81,20240512,5.6,1179,1,1
560,842,244,20230601,3.7,1079,14,0
561,5274,240,20230412,9.4,1042,2,0
562,2890,48,20251124,5.9,291,1,0
563,5809,318,20250915,8.0,979,3,0
564,2343,105,20240111,8.5,836,18,0
565,238,78,20240224,5.4,698,2,0
566,5051,338,20231202,6.1,995,29,0
567,4216,223,20250401,7.9,411,4,0
568,2167,299,20240801,7.8,109,18,0
569,115,332,20230712,6.7,401,0,0
570,3077,254,20230621,4.5,591,9,0
571,2893,312,20230328,7.0,153,1,0
572,5638,157,20250328,6.6,222,5,1
573,2329,315,20230812,7.1,864,8,0
574,2171,180,20250829,5.3,1066,13,0
575,1480,214,20250319,6.7,631,0,0
576,3232,138,20250114,9.8,995,14,0
577,5717,344,20240618,6.5,507,23,0
578,515,46,20230622,7.2,762,11,0
579,3767,70,20251214,8.4,870,0,0
580,4500,54,20230622,6.1,932,14,0
581,1845,264,20230226,4.4,906,1,0
582,1803,50,20250320,7.4,344,2,0
583,2371,172,20250607,8.3,807,1,0
584,3643,355,20230918,7.0,859,2,0
585,673,40,20240930,4.8,20,3,1
586,1943,143,20240712,8.5,1053,1,0
587,2588,331,20240402,8.7,999,6,0
588,2240,22,20230215,8.5,89,0,0
589,4381,350,20241023,7.7,886,6,0
590,3584,284,20240920,8.5,1117,2,0
591,2859,24,20251007,6.4,463,2,0
592,821,85,20250521,7.3,1194,1,0
593,1884,200,20230107,5.9,634,3,0
594,5389,307,20250722,7.7,326,9,0
595,3219,59,20251107,6.4,260,9,0
596,2665,119,20250512,7.8,419,21,0
597,2090,346,20241129,6.4,110,4,0
598,1375,189,20250629,7.5,371,8,1
599,2491,132,20250204,9.3,308,15,0
600,5226,360,20240319,10.0,76,17,0
601,5813,196,20240525,7.6,471,1,0
602,4688,28,20250209,7.8,449,2,0
603,2046,298,20251010,6.9,706,4,0
604,285,313,20230818,6.5,316,2,0
605,4111,214,20230529,6.6,17,6,0
606,1587,317,20250613,9.6,324,15,0
607,3438,19,20231221,5.1,752,1,0
608,5946,26,20250729,9.0,320,6,0
609,4959,320,20230520,9.0,871,7,0
610,2120,244,20230429,9.1,1169,2,0
611,3995,310,20230502,8.7,1090,15,1
612,3308,284,20231126,7.1,982,0,0
613,3825,44,20241003,6.0,851,1,0
614,5765,194,20240124,6.4,562,2,0
615,746,261,20250802,8.1,83,8,0
616,827,50,20250809,9.3,179,12,0
617,4429,288,20250612,7.1,744,20,0
618,4543,276,20230402,10.0,966,9,0
619,2013,237,20231014,9.9,693,0,0
620,491,6,20251101,7.8,195,6,0
621,4225,208,20230530,5.7,889,7,0
622,1479,50,20230728,8.5,229,1,0
623,4444,283,20251030,8.3,847,1,0
624,1496,134,20250916,9.2,960,21,1
625,3157,309,20250105,8.2,205,1,0
626,1540,34,20250404,8.8,923,8,0
627,4781,331,20250103,7.1,837,13,0
628,1131,34,20230131,8.4,833,3,0
629,2849,23,20251121,8.1,425,6,0
630,100,349,20251217,8.5,1150,0,0
631,390,260,20231201,5.3,1083,4,0
632,1741,227,20241029,7.2,801,0,0
633,5475,248,20230425,6.4,406,1,0
634,1355,310,20230415,6.4,694,21,0
635,1958,202,20240623,10.0,392,2,0
636,64,51,20230322,5.1,352,2,0
637,4899,129,20250512,7.6,751,1,1
638,888,267,20241016,6.6,16,2,0
639,1704,343,20230710,6.2,608,9,0
640,1281,148,20250508,8.0,682,0,0
641,75,63,20240523,10.0,666,8,0
642,3367,257,20230613,8.3,519,3,0
643,5916,108,20250311,9.6,549,8,0
644,4856,92,20240202,7.0,392,5,0
645,705,268,20240828,6.8,677,0,0
646,4852,136,20240704,9.7,764,1,0
647,532,233,20250430,9.0,1153,1,0
648,4514,256,20250925,6.2,701,6,0
649,2640,300,20231114,6.4,464,39,0
650,2748,107,20241216,7.4,1009,4,1
651,2067,324,20230905,8.7,311,9,0
652,1547,128,20230208,6.1,582,5,0
653,4895,312,20240812,7.3,189,2,0
654,3527,72,20241113,5.5,899,2,0
655,737,273,20250616,8.6,198,6,0
656,5164,304,20241001,9.6,951,2,0
657,1834,69,20250725,9.3,1071,1,0
658,2616,298,20240530,7.1,237,1,0
659,4113,248,20241205,7.7,1198,0,0
660,5283,317,20251211,8.2,623,6,0
661,4796,204,20241118,8.2,472,6,0
662,593,350,20250627,8.0,477,1,0
663,3198,198,20241113,6.7,1005,0,1
