order_item_id,order_id,product_id,quantity,unit_price_usd,discount_usd,net_amount_usd
76,31,642,1,206.97,0.0,206.97
77,31,503,1,61.29,0.0,61.29
78,32,265,2,134.7,0.0,269.4
79,32,622,1,146.34,0.0,146.34
80,32,151,1,60.69,9.1,51.59
81,33,96,1,44.64,0.0,44.64
82,33,563,1,9.68,0.0,9.68
83,34,567,1,114.52,0.0,114.52
84,34,620,1,118.77,0.0,118.77
85,34,619,1,94.55,0.0,94.55
86,35,468,1,65.38,0.0,65.38
87,35,655,1,122.3,0.0,122.3
88,36,834,1,113.62,17.04,96.58
89,36,569,2,55.01,0.0,110.02
90,36,52,2,33.4,0.0,66.8
91,37,118,1,51.0,0.0,51.0
92,37,589,1,161.87,0.0,161.87
93,38,284,1,74.67,0.0,74.67
94,38,522,1,117.09,0.0,117.09
95,38,156,1,77.51,0.0,77.51
96,39,590,1,96.79,14.52,82.27
97,39,881,1,33.39,0.0,33.39
98,40,720,1,72.66,0.0,72.66
99,40,57,1,35.5,0.0,35.5
100,40,589,1,161.87,0.0,161.87
101,41,863,1,105.43,0.0,105.43
102,41,235,1,146.98,0.0,146.98
103,42,548,1,28.14,0.0,28.14
104,42,658,1,41.43,6.21,35.22
105,42,106,1,80.09,0.0,80.09
106,43,369,1,17.96,0.0,17.96
107,43,278,1,97.91,0.0,97.91
108,44,252,1,74.0,0.0,74.0
109,44,637,1,41.52,0.0,41.52
110,44,698,1,121.28,0.0,121.28
111,45,43,2,198.62,0.0,397.24
112,45,273,1,172.13,25.82,146.31
113,46,586,1,57.58,0.0,57.58
114,46,891,1,123.14,0.0,123.14
115,46,270,1,31.06,0.0,31.06
116,47,82,1,141.38,0.0,141.38
117,47,552,1,169.24,0.0,169.24
118,48,404,1,65.95,0.0,65.95
119,48,245,1,9.46,0.0,9.46
120,48,592,1,55.84,8.38,47.46
121,49,547,1,36.05,0.0,36.05
122,49,179,1,102.18,0.0,102.18
123,50,79,1,142.28,0.0,142.28
124,50,375,1,34.1,0.0,34.1
125,50,81,1,84.62,0.0,84.62
126,51,10,1,28.47,0.0,28.47
127,51,276,1,218.72,0.0,218.72
128,52,865,1,144.64,21.7,122.94
129,52,596,1,30.31,0.0,30.31
130,52,347,1,56.23,0.0,56.23
131,53,352,1,44.92,0.0,44.92
132,53,490,1,40.03,0.0,40.03
133,54,692,1,44.53,0.0,44.53
134,54,475,1,192.55,0.0,192.55
135,54,357,1,92.71,0.0,92.71
136,55,714,1,27.26,4.09,23.17
137,55,396,2,84.66,0.0,169.32
138,56,21,2,59.81,0.0,119.62
139,56,383,1,58.63,0.0,58.63
140,56,158,1,86.92,0.0,86.92
141,57,35,1,68.47,0.0,68.47
142,57,248,1,128.03,0.0,128.03
143,58,711,1,34.2,0.0,34.2
144,58,670,1,5.46,0.82,4.64
145,58,693,1,102.49,0.0,102.49
146,59,485,1,49.33,0.0,49.33
147,59,114,1,132.36,0.0,132.36
148,60,269,1,225.78,0.0,225.78
149,60,772,1,41.29,0.0,41.29
150,60,454,1,183.77,0.0,183.77
151,61,596,1,30.31,0.0,30.31
152,61,434,2,4.74,1.42,8.06
153,62,245,1,9.46,0.0,9.46
154,62,198,1,86.82,0.0,86.82
155,62,95,1,185.88,0.0,185.88
156,63,478,1,185.1,0.0,185.1
157,63,244,1,118.35,0.0,118.35
158,64,401,1,33.54,0.0,33.54
159,64,457,1,111.85,0.0,111.85
160,64,850,1,91.75,13.76,77.99
161,65,505,1,25.53,0.0,25.53
162,65,105,1,10.07,0.0,10.07
163,66,23,1,212.46,0.0,212.46
164,66,300,1,111.75,0.0,111.75
165,66,326,1,100.44,0.0,100.44
166,67,106,1,80.09,0.0,80.09
167,67,288,1,175.89,0.0,175.89
168,68,501,1,128.44,19.27,109.17
169,68,18,1,111.78,0.0,111.78
170,68,872,1,31.29,0.0,31.29
171,69,74,2,63.57,0.0,127.14
172,69,422,1,122.14,0.0,122.14
173,70,428,1,99.13,0.0,99.13
174,70,720,1,72.66,0.0,72.66
175,70,384,1,7.62,0.0,7.62
176,71,584,1,160.61,24.09,136.52
177,71,887,1,82.54,0.0,82.54
178,72,89,1,87.48,0.0,87.48
179,72,521,1,14.12,0.0,14.12
180,72,102,1,30.72,0.0,30.72
181,73,594,1,73.57,0.0,73.57
182,73,244,1,118.35,0.0,118.35
183,74,585,1,19.04,0.0,19.04
184,74,466,1,105.36,15.8,89.56
185,74,740,2,18.87,0.0,37.74
186,75,417,1,31.86,0.0,31.86
187,75,807,1,113.58,0.0,113.58
188,76,835,1,72.04,0.0,72.04
189,76,56,2,128.93,0.0,257.86
190,76,126,1,132.25,0.0,132.25
191,77,886,1,17.91,0.0,17.91
192,77,46,1,152.97,22.95,130.02
193,78,302,1,117.36,0.0,117.36
194,78,631,1,134.62,0.0,134.62
195,78,296,2,49.52,0.0,99.04
196,79,561,1,42.43,0.0,42.43
197,79,137,1,27.17,0.0,27.17
198,80,452,1,23.08,0.0,23.08
199,80,824,1,88.31,0.0,88.31
200,80,867,1,112.37,16.86,95.51
201,81,201,1,142.57,0.0,142.57
202,81,601,2,146.25,0.0,292.5
203,82,506,1,66.76,0.0,66.76
204,82,298,1,40.69,0.0,40.69
205,82,379,1,104.51,0.0,104.51
206,83,848,1,38.61,0.0,38.61
207,83,639,1,41.45,0.0,41.45
208,84,303,1,52.15,7.82,44.33
209,84,1,1,74.22,0.0,74.22
210,84,720,1,72.66,0.0,72.66
211,85,201,2,142.57,0.0,285.14
212,85,365,1,213.84,0.0,213.84
213,86,735,1,14.73,0.0,14.73
214,86,366,1,80.29,0.0,80.29
215,86,469,1,12.75,0.0,12.75
216,87,666,1,71.77,10.77,61.0
217,87,310,1,166.58,0.0,166.58
218,88,334,1,167.87,0.0,167.87
219,88,525,1,39.9,0.0,39.9
220,88,10,1,28.47,0.0,28.47
221,89,419,1,200.52,0.0,200.52
222,89,130,1,121.05,0.0,121.05
223,90,440,1,40.65,0.0,40.65
224,90,367,1,11.19,1.68,9.51
225,90,575,1,42.85,0.0,42.85
226,91,414,1,62.15,0.0,62.15
227,91,395,1,61.63,0.0,61.63
228,92,156,1,77.51,0.0,77.51
229,92,226,1,90.43,0.0,90.43
230,92,635,1,61.4,0.0,61.4
231,93,340,1,117.21,0.0,117.21
232,93,384,1,7.62,1.14,6.48
233,94,64,1,36.67,0.0,36.67
234,94,870,1,62.03,0.0,62.03
235,94,718,1,121.7,0.0,121.7
236,95,228,1,47.58,0.0,47.58
237,95,272,1,102.3,0.0,102.3
238,96,360,1,125.47,0.0,125.47
239,96,134,1,58.64,0.0,58.64
240,96,796,1,145.44,21.82,123.62
241,97,566,1,65.91,0.0,65.91
242,97,573,1,18.99,0.0,18.99
243,98,347,1,56.23,0.0,56.23
244,98,736,1,179.26,0.0,179.26
245,98,263,1,110.4,0.0,110.4
246,99,787,1,104.3,0.0,104.3
247,99,713,1,51.28,0.0,51.28
248,100,802,2,93.63,28.09,159.17
249,100,796,1,145.44,0.0,145.44
250,100,350,1,18.21,0.0,18.21
251,101,713,2,51.28,0.0,102.56
252,101,643,1,28.84,0.0,28.84
253,102,821,1,155.73,0.0,155.73
254,102,773,1,95.02,0.0,95.02
255,102,392,1,93.48,0.0,93.48
256,103,786,1,52.36,7.85,44.51
257,103,422,1,122.14,0.0,122.14
258,104,450,1,148.95,0.0,148.95
259,104,291,1,59.2,0.0,59.2
260,104,503,1,61.29,0.0,61.29
261,105,434,2,4.74,0.0,9.48
262,105,687,2,8.57,0.0,17.14
263,106,336,1,91.64,0.0,91.64
264,106,182,1,46.28,6.94,39.34
265,106,60,1,15.62,0.0,15.62
266,107,409,1,48.18,0.0,48.18
267,107,888,1,124.63,0.0,124.63
268,108,343,2,86.07,0.0,172.14
269,108,749,1,118.21,0.0,118.21
270,108,485,1,49.33,0.0,49.33
271,109,86,1,85.4,0.0,85.4
272,109,271,1,77.48,11.62,65.86
273,110,168,1,43.7,0.0,43.7
274,110,180,1,144.5,0.0,144.5
275,110,475,1,192.55,0.0,192.55
276,111,205,1,153.76,0.0,153.76
277,111,400,1,124.86,0.0,124.86
278,112,488,1,19.54,0.0,19.54
279,112,878,2,124.33,0.0,248.66
280,112,859,1,79.72,11.96,67.76
281,113,394,1,102.18,0.0,102.18
282,113,180,1,144.5,0.0,144.5
283,114,599,1,102.26,0.0,102.26
284,114,154,1,127.33,0.0,127.33
285,114,609,1,108.31,0.0,108.31
286,115,445,1,15.93,0.0,15.93
287,115,675,1,170.04,0.0,170.04
288,116,446,1,9.03,1.35,7.68
289,116,85,1,26.11,0.0,26.11
290,116,73,1,82.14,0.0,82.14
291,117,180,2,144.5,0.0,289.0
292,117,517,1,96.6,0.0,96.6
293,118,308,1,148.9,0.0,148.9
294,118,205,1,153.76,0.0,153.76
295,118,803,1,142.47,0.0,142.47
296,119,739,2,53.92,16.18,91.66
297,119,299,2,9.97,0.0,19.94
298,120,552,1,169.24,0.0,169.24
299,120,870,2,62.03,0.0,124.06
300,120,766,1,132.07,0.0,132.07
301,121,655,1,122.3,0.0,122.3
302,121,13,1,168.71,0.0,168.71
303,122,543,1,35.33,0.0,35.33
304,122,204,1,70.36,10.55,59.81
305,122,300,1,111.75,0.0,111.75
306,123,278,1,97.91,0.0,97.91
307,123,543,1,35.33,0.0,35.33
308,124,767,2,66.91,0.0,133.82
309,124,425,1,202.7,0.0,202.7
310,124,192,1,90.35,0.0,90.35
311,125,574,1,10.52,0.0,10.52
312,125,524,2,98.04,29.41,166.67
313,126,724,1,42.41,0.0,42.41
314,126,561,1,42.43,0.0,42.43
315,126,256,1,98.43,0.0,98.43
316,127,560,1,15.72,0.0,15.72
317,127,752,1,24.06,0.0,24.06
318,128,543,2,35.33,0.0,70.66
319,128,40,1,125.97,0.0,125.97
320,128,646,1,84.23,12.63,71.6
321,129,689,1,27.09,0.0,27.09
322,129,326,1,100.44,0.0,100.44
323,130,279,1,52.14,0.0,52.14
324,130,517,1,96.6,0.0,96.6
325,130,681,1,121.46,0.0,121.46
326,131,372,1,116.35,0.0,116.35
327,131,737,1,5.04,0.0,5.04
328,132,407,2,146.1,43.83,248.37
329,132,427,1,130.49,0.0,130.49
330,132,142,1,37.43,0.0,37.43
331,133,246,1,135.17,0.0,135.17
332,133,633,1,106.19,0.0,106.19
333,134,213,1,7.19,0.0,7.19
334,134,832,1,99.44,0.0,99.44
335,134,228,1,47.58,0.0,47.58
336,135,693,1,102.49,15.37,87.12
337,135,261,2,15.75,0.0,31.5
338,136,223,1,83.62,0.0,83.62
339,136,749,1,118.21,0.0,118.21
340,136,189,1,87.05,0.0,87.05
341,137,397,1,136.6,0.0,136.6
342,137,479,2,95.19,0.0,190.38
343,138,670,1,5.46,0.0,5.46
344,138,89,1,87.48,13.12,74.36
345,138,504,1,49.05,0.0,49.05
346,139,594,1,73.57,0.0,73.57
347,139,691,1,87.24,0.0,87.24
348,140,393,1,62.8,0.0,62.8
349,140,548,1,28.14,0.0,28.14
350,140,896,1,43.17,0.0,43.17
351,141,148,1,51.29,0.0,51.29
352,141,433,1,54.58,8.19,46.39
353,142,161,1,126.59,0.0,126.59
354,142,492,1,106.6,0.0,106.6
355,142,706,1,129.36,0.0,129.36
356,143,842,1,36.04,0.0,36.04
357,143,890,1,26.83,0.0,26.83
358,144,583,1,138.77,0.0,138.77
359,144,736,2,179.26,0.0,358.52
360,144,874,1,45.09,6.76,38.33
361,145,400,1,124.86,0.0,124.86
362,145,21,1,59.81,0.0,59.81
363,146,461,1,111.48,0.0,111.48
364,146,415,2,41.25,0.0,82.5
365,146,580,2,177.54,0.0,355.08
366,147,235,1,146.98,0.0,146.98
367,147,551,1,117.15,0.0,117.15
368,148,454,1,183.77,27.57,156.2
369,148,815,1,97.33,0.0,97.33
370,148,22,1,44.42,0.0,44.42
371,149,742,2,181.97,0.0,363.94
372,149,598,1,55.95,0.0,55.95
373,150,223,1,83.62,0.0,83.62
374,150,291,1,59.2,0.0,59.2
375,150,483,1,46.37,0.0,46.37
376,151,831,1,67.55,10.13,57.42
377,151,246,1,135.17,0.0,135.17
378,152,652,1,40.67,0.0,40.67
379,152,576,1,9.74,0.0,9.74
380,152,107,1,30.66,0.0,30.66
381,153,252,1,74.0,0.0,74.0
382,153,268,1,40.62,0.0,40.62
383,154,382,1,146.19,0.0,146.19
384,154,575,1,42.85,6.43,36.42
385,154,820,1,121.5,0.0,121.5
386,155,77,1,60.14,0.0,60.14
387,155,317,1,66.7,0.0,66.7
388,156,32,1,17.16,0.0,17.16
389,156,15,1,76.05,0.0,76.05
390,156,622,1,146.34,0.0,146.34
391,157,665,1,128.95,0.0,128.95
392,157,461,1,111.48,16.72,94.76
393,158,450,1,148.95,0.0,148.95
394,158,525,1,39.9,0.0,39.9
395,158,663,1,57.81,0.0,57.81
396,159,425,1,202.7,0.0,202.7
397,159,600,2,19.07,0.0,38.14
398,160,22,1,44.42,0.0,44.42
399,160,550,1,81.89,0.0,81.89
400,160,125,1,30.52,4.58,25.94
401,161,206,1,85.82,0.0,85.82
402,161,486,1,74.31,0.0,74.31
403,162,63,1,9.67,0.0,9.67
404,162,72,1,6.01,0.0,6.01
405,162,561,1,42.43,0.0,42.43
406,163,300,1,111.75,0.0,111.75
407,163,283,1,117.21,0.0,117.21
408,164,289,1,161.94,24.29,137.65
409,164,245,1,9.46,0.0,9.46
410,164,636,1,131.65,0.0,131.65
411,165,630,1,97.27,0.0,97.27
412,165,893,1,80.78,0.0,80.78
413,166,516,2,49.58,0.0,99.16
414,166,580,1,177.54,0.0,177.54
415,166,139,1,30.77,0.0,30.77
416,167,32,1,17.16,2.57,14.59
417,167,445,1,15.93,0.0,15.93
418,168,23,1,212.46,0.0,212.46
419,168,40,1,125.97,0.0,125.97
420,168,622,1,146.34,0.0,146.34
421,169,300,1,111.75,0.0,111.75
422,169,703,1,81.51,0.0,81.51
423,170,520,1,146.58,0.0,146.58
424,170,244,1,118.35,17.75,100.6
425,170,557,1,141.2,0.0,141.2
426,171,345,1,11.1,0.0,11.1
427,171,494,1,13.27,0.0,13.27
428,172,28,1,107.75,0.0,107.75
429,172,778,1,202.33,0.0,202.33
430,172,406,1,29.52,0.0,29.52
431,173,128,1,92.33,0.0,92.33
432,173,686,1,123.67,18.55,105.12
433,174,747,1,123.66,0.0,123.66
434,174,443,1,11.22,0.0,11.22
435,174,395,1,61.63,0.0,61.63
436,175,319,1,66.65,0.0,66.65
437,175,399,1,166.63,0.0,166.63
438,176,741,1,124.87,0.0,124.87
439,176,214,1,81.1,0.0,81.1
440,176,648,1,202.79,30.42,172.37
441,177,80,1,73.06,0.0,73.06
442,177,142,2,37.43,0.0,74.86
443,178,507,1,56.93,0.0,56.93
444,178,861,1,69.68,0.0,69.68
445,178,607,1,62.94,0.0,62.94
446,179,445,1,15.93,0.0,15.93
447,179,205,1,153.76,0.0,153.76
448,180,352,1,44.92,6.74,38.18
449,180,854,2,118.93,0.0,237.86
450,180,259,1,167.92,0.0,167.92
451,181,871,1,92.7,0.0,92.7
452,181,33,1,156.65,0.0,156.65
453,182,815,1,97.33,0.0,97.33
454,182,686,1,123.67,0.0,123.67
455,182,307,1,62.52,0.0,62.52
456,183,787,1,104.3,15.64,88.66
457,183,119,1,18.09,0.0,18.09
458,184,839,2,32.22,0.0,64.44
459,184,361,1,107.03,0.0,107.03
460,184,513,1,43.25,0.0,43.25
461,185,73,1,82.14,0.0,82.14
462,185,201,1,142.57,0.0,142.57
463,186,79,1,142.28,0.0,142.28
464,186,479,1,95.19,14.28,80.91
465,186,668,1,24.73,0.0,24.73
466,187,806,1,73.9,0.0,73.9
467,187,353,1,96.29,0.0,96.29
468,188,706,1,129.36,0.0,129.36
469,188,663,1,57.81,0.0,57.81
470,188,251,1,15.75,0.0,15.75
471,189,454,1,183.77,0.0,183.77
472,189,377,1,71.31,10.7,60.61
473,190,211,1,104.09,0.0,104.09
474,190,626,1,26.56,0.0,26.56
475,190,26,1,180.04,0.0,180.04
476,191,1,1,74.22,0.0,74.22
477,191,567,1,114.52,0.0,114.52
478,192,103,1,46.16,0.0,46.16
479,192,454,1,183.77,0.0,183.77
480,192,676,1,68.14,10.22,57.92
481,193,217,1,102.61,0.0,102.61
482,193,124,1,15.98,0.0,15.98
483,194,83,1,171.58,0.0,171.58
484,194,256,1,98.43,0.0,98.43
485,194,426,1,5.95,0.0,5.95
486,195,764,1,74.76,0.0,74.76
487,195,681,1,121.46,0.0,121.46
488,196,61,1,41.53,6.23,35.3
489,196,870,1,62.03,0.0,62.03
490,196,577,1,176.45,0.0,176.45
491,197,286,1,82.73,0.0,82.73
492,197,825,1,5.8,0.0,5.8
493,198,518,1,48.44,0.0,48.44
494,198,221,1,50.98,0.0,50.98
495,198,34,1,100.43,0.0,100.43
496,199,425,1,202.7,30.4,172.3
497,199,496,1,16.15,0.0,16.15
498,200,898,1,198.71,0.0,198.71
499,200,697,1,77.05,0.0,77.05
500,200,324,1,170.43,0.0,170.43
501,201,634,1,40.97,0.0,40.97
502,201,228,2,47.58,0.0,95.16
503,202,748,1,187.82,0.0,187.82
504,202,12,1,111.47,16.72,94.75
505,202,646,1,84.23,0.0,84.23
506,203,754,2,151.8,0.0,303.6
507,203,830,1,23.07,0.0,23.07
508,204,510,1,72.52,0.0,72.52
509,204,805,1,39.43,0.0,39.43
510,204,475,1,192.55,0.0,192.55
511,205,385,1,137.33,0.0,137.33
512,205,707,1,7.04,1.06,5.98
513,206,65,1,79.55,0.0,79.55
514,206,678,1,110.9,0.0,110.9
515,206,342,1,173.87,0.0,173.87
516,207,243,1,48.83,0.0,48.83
517,207,252,1,74.0,0.0,74.0
518,208,355,1,37.08,0.0,37.08
519,208,255,1,112.8,0.0,112.8
520,208,703,1,81.51,12.23,69.28
521,209,594,2,73.57,0.0,147.14
522,209,16,1,137.32,0.0,137.32
523,210,406,2,29.52,0.0,59.04
524,210,55,1,155.22,0.0,155.22
525,210,93,1,142.92,0.0,142.92
526,211,841,1,16.6,0.0,16.6
527,211,547,1,36.05,0.0,36.05
528,212,205,1,153.76,23.06,130.7
529,212,772,1,41.29,0.0,41.29
530,212,282,1,89.13,0.0,89.13
531,213,179,1,102.18,0.0,102.18
532,213,163,1,166.02,0.0,166.02
533,214,740,1,18.87,0.0,18.87
534,214,8,1,189.05,0.0,189.05
535,214,156,1,77.51,0.0,77.51
536,215,873,1,10.69,1.6,9.09
537,215,32,1,17.16,0.0,17.16
538,216,584,1,160.61,0.0,160.61
539,216,366,1,80.29,0.0,80.29
540,216,574,1,10.52,0.0,10.52
541,217,633,1,106.19,0.0,106.19
542,217,694,1,15.92,0.0,15.92
543,218,287,1,51.32,0.0,51.32
544,218,727,1,29.95,4.49,25.46
545,218,519,2,26.41,0.0,52.82
546,219,362,1,153.17,0.0,153.17
547,219,378,1,40.14,0.0,40.14
548,220,675,1,170.04,0.0,170.04
549,220,584,1,160.61,0.0,160.61
550,220,790,1,21.55,0.0,21.55
551,221,352,1,44.92,0.0,44.92
552,221,652,1,40.67,6.1,34.57
553,222,530,1,91.28,0.0,91.28
554,222,39,1,97.04,0.0,97.04
555,222,196,2,75.35,0.0,150.7
556,223,640,1,202.17,0.0,202.17
557,223,838,1,213.1,0.0,213.1
558,224,195,1,98.16,0.0,98.16
559,224,99,1,14.59,0.0,14.59
560,224,285,1,181.31,27.2,154.11
561,225,331,1,169.5,0.0,169.5
562,225,305,1,88.16,0.0,88.16
563,226,637,1,41.52,0.0,41.52
564,226,825,1,5.8,0.0,5.8
565,226,166,1,113.66,0.0,113.66
566,227,539,1,27.62,0.0,27.62
567,227,207,1,100.51,0.0,100.51
568,228,195,1,98.16,14.72,83.44
569,228,578,1,4.06,0.0,4.06
570,228,883,2,135.75,0.0,271.5
571,229,735,1,14.73,0.0,14.73
572,229,709,1,121.96,0.0,121.96
573,230,375,2,34.1,0.0,68.2
574,230,470,1,147.61,0.0,147.61
575,230,411,1,126.56,0.0,126.56
576,231,506,2,66.76,20.03,113.49
577,231,302,1,117.36,0.0,117.36
578,232,524,1,98.04,0.0,98.04
579,232,371,1,77.82,0.0,77.82
580,232,217,1,102.61,0.0,102.61
581,233,676,1,68.14,0.0,68.14
582,233,620,1,118.77,0.0,118.77
583,234,408,1,73.82,0.0,73.82
584,234,180,1,144.5,21.68,122.82
585,234,831,1,67.55,0.0,67.55
586,235,117,2,148.41,0.0,296.82
587,235,205,2,153.76,0.0,307.52
588,236,145,1,96.35,0.0,96.35
589,236,93,1,142.92,0.0,142.92
590,236,774,1,108.06,0.0,108.06
591,237,557,1,141.2,0.0,141.2
592,237,751,1,168.88,25.33,143.55
593,238,71,1,26.38,0.0,26.38
594,238,671,1,79.03,0.0,79.03
595,238,258,1,3.99,0.0,3.99
596,239,202,1,65.55,0.0,65.55
597,239,819,1,219.35,0.0,219.35
598,240,21,1,59.81,0.0,59.81
599,240,559,1,160.86,0.0,160.86
600,240,597,1,89.56,13.43,76.13
601,241,399,1,166.63,0.0,166.63
602,241,277,1,93.17,0.0,93.17
603,242,149,1,17.55,0.0,17.55
604,242,287,1,51.32,0.0,51.32
605,242,385,2,137.33,0.0,274.66
606,243,64,1,36.67,0.0,36.67
607,243,77,1,60.14,0.0,60.14
608,244,798,1,188.31,28.25,160.06
609,244,3,1,19.79,0.0,19.79
610,244,315,1,73.47,0.0,73.47
611,245,708,1,37.58,0.0,37.58
612,245,457,1,111.85,0.0,111.85
613,246,509,1,129.17,0.0,129.17
614,246,866,1,101.71,0.0,101.71
615,246,873,1,10.69,0.0,10.69
616,247,287,1,51.32,7.7,43.62
617,247,162,1,225.37,0.0,225.37
618,248,635,1,61.4,0.0,61.4
619,248,516,1,49.58,0.0,49.58
620,248,472,1,19.19,0.0,19.19
621,249,598,2,55.95,0.0,111.9
622,249,676,1,68.14,0.0,68.14
623,250,579,1,80.62,0.0,80.62
624,250,728,1,122.93,18.44,104.49
625,250,534,1,104.14,0.0,104.14
626,251,519,2,26.41,0.0,52.82
627,251,317,1,66.7,0.0,66.7
628,252,335,1,23.78,0.0,23.78
629,252,563,1,9.68,0.0,9.68
630,252,461,1,111.48,0.0,111.48
631,253,311,1,161.93,0.0,161.93
632,253,400,1,124.86,18.73,106.13
633,254,269,1,225.78,0.0,225.78
634,254,397,1,136.6,0.0,136.6
635,254,656,1,179.02,0.0,179.02
636,255,434,1,4.74,0.0,4.74
637,255,152,2,213.65,0.0,427.3
638,256,552,1,169.24,0.0,169.24
639,256,797,1,72.62,0.0,72.62
640,256,524,1,98.04,14.71,83.33
641,257,268,1,40.62,0.0,40.62
642,257,606,1,86.42,0.0,86.42
643,258,783,1,127.41,0.0,127.41
644,258,169,1,116.68,0.0,116.68
645,258,13,1,168.71,0.0,168.71
646,259,843,1,78.38,0.0,78.38
647,259,668,1,24.73,0.0,24.73
648,260,704,1,211.73,31.76,179.97
649,260,764,1,74.76,0.0,74.76
650,260,549,1,60.77,0.0,60.77
651,261,899,1,121.14,0.0,121.14
652,261,117,1,148.41,0.0,148.41
653,262,453,2,225.48,0.0,450.96
654,262,246,1,135.17,0.0,135.17
655,262,44,1,121.74,0.0,121.74
656,263,65,1,79.55,11.93,67.62
657,263,455,1,78.33,0.0,78.33
658,264,780,1,192.31,0.0,192.31
659,264,837,1,80.54,0.0,80.54
660,264,652,1,40.67,0.0,40.67
661,265,184,1,96.14,0.0,96.14
662,265,122,1,82.03,0.0,82.03
663,266,678,1,110.9,0.0,110.9
664,266,126,1,132.25,19.84,112.41
665,266,765,1,92.19,0.0,92.19
666,267,379,1,104.51,0.0,104.51
667,267,584,1,160.61,0.0,160.61
668,268,290,1,193.77,0.0,193.77
669,268,857,1,79.91,0.0,79.91
670,268,411,1,126.56,0.0,126.56
671,269,610,1,110.9,0.0,110.9
672,269,320,1,133.57,20.04,113.53
673,270,498,1,91.79,0.0,91.79
674,270,553,1,144.69,0.0,144.69
675,270,470,1,147.61,0.0,147.61
676,271,59,2,19.15,0.0,38.3
677,271,272,1,102.3,0.0,102.3
678,272,599,1,102.26,0.0,102.26
679,272,47,2,62.37,0.0,124.74
680,272,328,1,34.02,5.1,28.92
681,273,606,1,86.42,0.0,86.42
682,273,224,1,128.85,0.0,128.85
683,274,845,1,59.0,0.0,59.0
684,274,97,1,70.07,0.0,70.07
685,274,466,1,105.36,0.0,105.36
686,275,724,1,42.41,0.0,42.41
687,275,530,1,91.28,0.0,91.28
688,276,660,1,124.27,18.64,105.63
689,276,511,1,113.55,0.0,113.55
690,276,706,1,129.36,0.0,129.36
691,277,626,1,26.56,0.0,26.56
692,277,567,1,114.52,0.0,114.52
693,278,184,2,96.14,0.0,192.28
694,278,807,1,113.58,0.0,113.58
695,278,841,1,16.6,0.0,16.6
696,279,122,1,82.03,12.3,69.73
