order_id,user_id,order_date_key,sales_channel,shipping_region,order_status,gross_amount_usd,discount_usd,shipping_usd,net_amount_usd
72,5220,20241214,Web,APAC,Completed,132.32,0.0,0.0,132.32
73,1731,20230203,Partner,North America,Completed,191.92,0.0,0.0,191.92
74,898,20250705,Convention,Europe,Completed,162.14,15.8,0.0,146.34
75,281,20230519,Mobile,Latin America,Completed,145.44,0.0,0.0,145.44
76,3306,20240131,Web,Europe,Completed,462.15,0.0,0.0,462.15
77,1234,20251103,Partner,Europe,Completed,170.88,22.95,0.0,147.93
78,4245,20240115,Convention,Latin America,Completed,351.02,0.0,0.0,351.02
79,1262,20230503,Mobile,Europe,Cancelled,69.6,0.0,6.74,76.34
80,2552,20241108,Web,APAC,Completed,223.76,16.86,0.0,206.9
81,4634,20240920,Partner,Europe,Cancelled,435.07,0.0,0.0,435.07
82,2656,20240103,Convention,APAC,Completed,211.96,0.0,0.0,211.96
83,3808,20240125,Mobile,APAC,Completed,80.06,0.0,0.0,80.06
84,4345,20250719,Web,Latin America,Completed,199.03,7.82,0.0,191.21
85,3847,20240531,Partner,North America,Completed,498.98,0.0,0.0,498.98
86,754,20250126,Convention,Europe,Completed,107.77,0.0,0.0,107.77
87,4657,20241119,Mobile,Latin America,Completed,238.35,10.77,0.0,227.58
88,2003,20230314,Web,North America,Completed,236.24,0.0,0.0,236.24
89,3204,20251127,Partner,APAC,Completed,321.57,0.0,0.0,321.57
90,3079,20251118,Convention,North America,Completed,94.69,1.68,0.0,93.01
91,3631,20231027,Mobile,North America,Completed,123.78,0.0,0.0,123.78
92,5508,20250406,Web,APAC,Completed,229.34,0.0,0.0,229.34
93,4976,20240118,Partner,APAC,Completed,124.83,1.14,0.0,123.69
94,5083,20250925,Convention,North America,Completed,220.4,0.0,0.0,220.4
95,5098,20240110,Mobile,Europe,Cancelled,149.88,0.0,0.0,149.88
96,5196,20240701,Web,APAC,Refunded,329.55,21.82,0.0,307.73
97,494,20231225,Partner,Europe,Completed,84.9,0.0,0.0,84.9
98,5326,20240224,Convention,Europe,Completed,345.89,0.0,0.0,345.89
99,338,20230313,Mobile,Europe,Completed,155.58,0.0,0.0,155.58
100,4178,20241007,Web,Europe,Completed,350.91,28.09,0.0,322.82
101,4862,20231106,Partner,Europe,Completed,131.4,0.0,0.0,131.4
102,565,20251205,Convention,Latin America,Completed,344.23,0.0,0.0,344.23
103,2290,20251211,Mobile,Europe,Completed,174.5,7.85,0.0,166.65
104,5285,20240531,Web,Latin America,Completed,269.44,0.0,0.0,269.44
105,5946,20250324,Partner,Europe,Completed,26.62,0.0,5.49,32.11
106,235,20250819,Convention,North America,Completed,153.54,6.94,0.0,146.6
107,3385,20240503,Mobile,Latin America,Completed,172.81,0.0,0.0,172.81
108,4518,20231216,Web,Europe,Completed,339.68,0.0,0.0,339.68
109,4361,20230308,Partner,Latin America,Completed,162.88,11.62,0.0,151.26
110,2694,20240625,Convention,Europe,Completed,380.75,0.0,0.0,380.75
111,4287,20250317,Mobile,North America,Completed,278.62,0.0,0.0,278.62
112,2610,20240806,Web,Europe,Completed,347.92,11.96,0.0,335.96
113,3068,20251203,Partner,APAC,Completed,246.68,0.0,0.0,246.68
114,4795,20230619,Convention,North America,Completed,337.9,0.0,0.0,337.9
115,3503,20250112,Mobile,North America,Completed,185.97,0.0,0.0,185.97
116,2213,20250926,Web,Latin America,Cancelled,117.28,1.35,0.0,115.93
117,4712,20250321,Partner,APAC,Completed,385.6,0.0,0.0,385.6
118,4230,20241023,Convention,Europe,Completed,445.13,0.0,0.0,445.13
119,5510,20251009,Mobile,Europe,Refunded,127.78,16.18,0.0,111.6
120,152,20230503,Web,APAC,Completed,425.37,0.0,0.0,425.37
121,5210,20230903,Partner,Europe,Completed,291.01,0.0,0.0,291.01
122,5137,20230922,Convention,Latin America,Completed,217.44,10.55,0.0,206.89
123,3003,20230110,Mobile,North America,Completed,133.24,0.0,0.0,133.24
124,5830,20240924,Web,Europe,Completed,426.87,0.0,0.0,426.87
125,648,20241112,Partner,APAC,Refunded,206.6,29.41,0.0,177.19
126,4952,20251225,Convention,APAC,Completed,183.27,0.0,0.0,183.27
127,4260,20240510,Mobile,APAC,Completed,39.78,0.0,7.81,47.59
128,4075,20250303,Web,North America,Completed,280.86,12.63,0.0,268.23
129,4199,20250318,Partner,North America,Completed,127.53,0.0,0.0,127.53
130,2565,20250107,Convention,Latin America,Completed,270.2,0.0,0.0,270.2
131,5361,20240414,Mobile,Latin America,Completed,121.39,0.0,0.0,121.39
132,5189,20230622,Web,Latin America,Completed,460.12,43.83,0.0,416.29
133,5734,20230102,Partner,Europe,Completed,241.36,0.0,0.0,241.36
134,1177,20230409,Convention,Latin America,Completed,154.21,0.0,0.0,154.21
135,2766,20250429,Mobile,Europe,Completed,133.99,15.37,0.0,118.62
136,5508,20241225,Web,APAC,Cancelled,288.88,0.0,0.0,288.88
137,1415,20230424,Partner,North America,Completed,326.98,0.0,0.0,326.98
138,5360,20241110,Convention,APAC,Completed,141.99,13.12,0.0,128.87
139,3306,20231217,Mobile,Europe,Completed,160.81,0.0,0.0,160.81
140,3224,20250701,Web,APAC,Completed,134.11,0.0,0.0,134.11
141,2239,20240418,Partner,North America,Completed,105.87,8.19,0.0,97.68
142,1399,20250924,Convention,North America,Completed,362.55,0.0,0.0,362.55
143,2145,20230825,Mobile,Latin America,Completed,62.87,0.0,5.69,68.56
144,4663,20240602,Web,North America,Completed,542.38,6.76,0.0,535.62
145,1346,20250415,Partner,Europe,Refunded,184.67,0.0,0.0,184.67
146,4800,20250301,Convention,APAC,Completed,549.06,0.0,0.0,549.06
147,3248,20230128,Mobile,APAC,Completed,264.13,0.0,0.0,264.13
148,4960,20240803,Web,APAC,Cancelled,325.52,27.57,0.0,297.95
149,1074,20231012,Partner,Europe,Cancelled,419.89,0.0,0.0,419.89
150,1706,20240129,Convention,Europe,Cancelled,189.19,0.0,0.0,189.19
151,4643,20250926,Mobile,North America,Completed,202.72,10.13,0.0,192.59
152,5787,20230905,Web,North America,Completed,81.07,0.0,0.0,81.07
153,5625,20240513,Partner,Latin America,Cancelled,114.62,0.0,0.0,114.62
154,1855,20240914,Convention,North America,Completed,310.54,6.43,0.0,304.11
155,3979,20250629,Mobile,North America,Completed,126.84,0.0,0.0,126.84
156,3705,20241013,Web,Latin America,Completed,239.55,0.0,0.0,239.55
157,614,20231103,Partner,Europe,Refunded,240.43,16.72,0.0,223.71
158,4225,20240829,Convention,Latin America,Completed,246.66,0.0,0.0,246.66
159,4661,20230526,Mobile,Latin America,Completed,240.84,0.0,0.0,240.84
160,4788,20230213,Web,APAC,Completed,156.83,4.58,0.0,152.25
161,5073,20250522,Partner,Latin America,Completed,160.13,0.0,0.0,160.13
162,2438,20241225,Convention,Europe,Completed,58.11,0.0,6.73,64.84
163,3711,20240725,Mobile,North America,Completed,228.96,0.0,0.0,228.96
164,2927,20240612,Web,North America,Completed,303.05,24.29,0.0,278.76
165,5747,20231227,Partner,North America,Completed,178.05,0.0,0.0,178.05
166,5452,20240125,Convention,APAC,Completed,307.47,0.0,0.0,307.47
167,574,20231229,Mobile,Europe,Completed,33.09,2.57,8.0,38.52
168,2645,20230325,Web,Latin America,Completed,484.77,0.0,0.0,484.77
169,4692,20250421,Partner,APAC,Completed,193.26,0.0,0.0,193.26
170,3346,20230420,Convention,Europe,Completed,406.13,17.75,0.0,388.38
171,427,20231110,Mobile,North America,Completed,24.37,0.0,7.42,31.79
172,4635,20231104,Web,North America,Completed,339.6,0.0,0.0,339.6
173,2750,20251222,Partner,Europe,Completed,216.0,18.55,0.0,197.45
174,5762,20230725,Convention,Europe,Completed,196.51,0.0,0.0,196.51
175,81,20230329,Mobile,Latin America,Completed,233.28,0.0,0.0,233.28
176,50,20230922,Web,Europe,Completed,408.76,30.42,0.0,378.34
177,5264,20250316,Partner,APAC,Completed,147.92,0.0,0.0,147.92
178,5443,20240520,Convention,North America,Completed,189.55,0.0,0.0,189.55
179,769,20231201,Mobile,Latin America,Completed,169.69,0.0,0.0,169.69
180,3723,20240625,Web,North America,Cancelled,450.7,6.74,0.0,443.96
181,3169,20240807,Partner,Latin America,Completed,249.35,0.0,0.0,249.35
182,365,20240730,Convention,Latin America,Completed,283.52,0.0,0.0,283.52
183,5308,20240624,Mobile,APAC,Completed,122.39,15.64,0.0,106.75
184,352,20240327,Web,APAC,Completed,214.72,0.0,0.0,214.72
185,3771,20231110,Partner,North America,Completed,224.71,0.0,0.0,224.71
186,789,20231014,Convention,Latin America,Completed,262.2,14.28,0.0,247.92
187,3039,20240313,Mobile,North America,Completed,170.19,0.0,0.0,170.19
188,2401,20230715,Web,Latin America,Cancelled,202.92,0.0,0.0,202.92
189,2902,20230819,Partner,Europe,Completed,255.08,10.7,0.0,244.38
190,5683,20250225,Convention,North America,Completed,310.69,0.0,0.0,310.69
191,1279,20251010,Mobile,North America,Completed,188.74,0.0,0.0,188.74
192,12,20230828,Web,APAC,Completed,298.07,10.22,0.0,287.85
193,1125,20240814,Partner,Latin America,Completed,118.59,0.0,0.0,118.59
194,5030,20241001,Convention,Europe,Completed,275.96,0.0,0.0,275.96
195,1627,20230620,Mobile,North America,Completed,196.22,0.0,0.0,196.22
196,2493,20240703,Web,Latin America,Completed,280.01,6.23,0.0,273.78
197,568,20241102,Partner,APAC,Completed,88.53,0.0,0.0,88.53
198,1028,20240320,Convention,APAC,Completed,199.85,0.0,0.0,199.85
199,3855,20230525,Mobile,North America,Completed,218.85,30.4,0.0,188.45
200,5884,20230331,Web,APAC,Completed,446.19,0.0,0.0,446.19
201,11,20250719,Partner,North America,Completed,136.13,0.0,0.0,136.13
202,2710,20250530,Convention,Europe,Refunded,383.52,16.72,0.0,366.8
203,5341,20240531,Mobile,Latin America,Completed,326.67,0.0,0.0,326.67
204,1277,20240812,Web,Latin America,Completed,304.5,0.0,0.0,304.5
205,4311,20240116,Partner,North America,Completed,144.37,1.06,0.0,143.31
206,5136,20250820,Convention,APAC,Completed,364.32,0.0,0.0,364.32
207,4531,20230722,Mobile,North America,Completed,122.83,0.0,0.0,122.83
208,4081,20250214,Web,Latin America,Completed,231.39,12.23,0.0,219.16
209,2701,20230106,Partner,Latin America,Completed,284.46,0.0,0.0,284.46
210,4318,20240914,Convention,Europe,Completed,357.18,0.0,0.0,357.18
211,2980,20241014,Mobile,APAC,Completed,52.65,0.0,6.04,58.69
212,1997,20250709,Web,Latin America,Completed,284.18,23.06,0.0,261.12
213,4347,20241204,Partner,North America,Completed,268.2,0.0,0.0,268.2
214,1358,20231222,Convention,Europe,Cancelled,285.43,0.0,0.0,285.43
215,3539,20231114,Mobile,North America,Completed,27.85,1.6,7.14,33.39
216,2423,20230728,Web,North America,Completed,251.42,0.0,0.0,251.42
217,3233,20231005,Partner,Latin America,Completed,122.11,0.0,0.0,122.11
218,3553,20230729,Convention,Latin America,Completed,134.09,4.49,0.0,129.6
219,3755,20230525,Mobile,North America,Refunded,193.31,0.0,0.0,193.31
220,5632,20251211,Web,APAC,Completed,352.2,0.0,0.0,352.2
221,3813,20250428,Partner,Latin America,Completed,85.59,6.1,0.0,79.49
222,1291,20250930,Convention,North America,Completed,339.02,0.0,0.0,339.02
223,2718,20251119,Mobile,Europe,Completed,415.27,0.0,0.0,415.27
224,2741,20251115,Web,Latin America,Completed,294.06,27.2,0.0,266.86
225,5394,20241006,Partner,Europe,Completed,257.66,0.0,0.0,257.66
226,1395,20251011,Convention,North America,Completed,160.98,0.0,0.0,160.98
227,2967,20250730,Mobile,North America,Completed,128.13,0.0,0.0,128.13
228,1398,20241113,Web,Europe,Completed,373.72,14.72,0.0,359.0
229,3561,20230807,Partner,Latin America,Completed,136.69,0.0,0.0,136.69
230,2984,20241102,Convention,APAC,Completed,342.37,0.0,0.0,342.37
231,366,20250303,Mobile,Europe,Completed,250.88,20.03,0.0,230.85
232,1859,20240127,Web,North America,Completed,278.47,0.0,0.0,278.47
233,2835,20240727,Partner,North America,Completed,186.91,0.0,0.0,186.91
234,2872,20231007,Convention,APAC,Completed,285.87,21.68,0.0,264.19
235,4975,20250913,Mobile,North America,Completed,604.34,0.0,0.0,604.34
236,4451,20240927,Web,North America,Completed,347.33,0.0,0.0,347.33
237,3574,20240910,Partner,Europe,Completed,310.08,25.33,0.0,284.75
238,3481,20240704,Convention,Latin America,Completed,109.4,0.0,0.0,109.4
239,2690,20230831,Mobile,Europe,Completed,284.9,0.0,0.0,284.9
240,5154,20250119,Web,Europe,Completed,310.23,13.43,0.0,296.8
241,2901,20251205,Partner,Latin America,Completed,259.8,0.0,0.0,259.8
242,5545,20231122,Convention,Latin America,Completed,343.53,0.0,0.0,343.53
243,1619,20231006,Mobile,North America,Completed,96.81,0.0,0.0,96.81
244,3205,20230619,Web,Latin America,Completed,281.57,28.25,0.0,253.32
245,167,20251015,Partner,North America,Completed,149.43,0.0,0.0,149.43
246,4582,20231128,Convention,Europe,Cancelled,241.57,0.0,0.0,241.57
247,4414,20240122,Mobile,Europe,Completed,276.69,7.7,0.0,268.99
248,3479,20240929,Web,North America,Completed,130.17,0.0,0.0,130.17
249,3806,20251024,Partner,Europe,Completed,180.04,0.0,0.0,180.04
250,3628,20230912,Convention,APAC,Completed,307.69,18.44,0.0,289.25
251,439,20240113,Mobile,North America,Completed,119.52,0.0,0.0,119.52
252,1103,20230614,Web,North America,Completed,144.94,0.0,0.0,144.94
253,606,20241024,Partner,Europe,Completed,286.79,18.73,0.0,268.06
254,2270,20250604,Convention,Europe,Completed,541.4,0.0,0.0,541.4
255,2500,20241206,Mobile,APAC,Completed,432.04,0.0,0.0,432.04
256,1365,20241130,Web,Latin America,Completed,339.9,14.71,0.0,325.19
257,808,20240330,Partner,APAC,Completed,127.04,0.0,0.0,127.04
258,1207,20240702,Convention,North America,Completed,412.8,0.0,0.0,412.8
259,2331,20241119,Mobile,North America,Completed,103.11,0.0,0.0,103.11
260,4806,20241223,Web,Europe,Completed,347.26,31.76,0.0,315.5
261,4299,20240819,Partner,North America,Completed,269.55,0.0,0.0,269.55
262,2325,20230114,Convention,Latin America,Completed,707.87,0.0,0.0,707.87
263,4321,20251025,Mobile,Latin America,Completed,157.88,11.93,0.0,145.95
264,2661,20231113,Web,Latin America,Completed,313.52,0.0,0.0,313.52
265,3481,20230926,Partner,Latin America,Completed,178.17,0.0,0.0,178.17
266,1345,20250527,Convention,Latin America,Completed,335.34,19.84,0.0,315.5
267,4459,20230925,Mobile,North America,Completed,265.12,0.0,0.0,265.12
268,152,20230112,Web,APAC,Completed,400.24,0.0,0.0,400.24
269,2215,20231116,Partner,North America,Completed,244.47,20.04,0.0,224.43
270,3211,20240829,Convention,North America,Completed,384.09,0.0,0.0,384.09
271,2819,20230809,Mobile,North America,Completed,140.6,0.0,0.0,140.6
272,2584,20250920,Web,APAC,Completed,261.02,5.1,0.0,255.92
273,703,20250116,Partner,North America,Completed,215.27,0.0,0.0,215.27
274,5773,20241130,Convention,Latin America,Completed,234.43,0.0,0.0,234.43
275,3985,20250926,Mobile,Latin America,Refunded,133.69,0.0,0.0,133.69
276,5115,20231130,Web,North America,Completed,367.18,18.64,0.0,348.54
277,3751,20230918,Partner,North America,Completed,141.08,0.0,0.0,141.08
278,5418,20230908,Convention,Europe,Completed,322.46,0.0,0.0,322.46
279,5349,20250812,Mobile,Latin America,Completed,197.66,12.3,0.0,185.36
280,1292,20240714,Web,APAC,Completed,407.65,0.0,0.0,407.65
281,670,20230109,Partner,Europe,Cancelled,183.36,0.0,0.0,183.36
282,4126,20231024,Convention,Europe,Completed,267.84,30.35,0.0,237.49
283,1990,20240127,Mobile,Europe,Completed,87.51,0.0,0.0,87.51
284,3414,20240617,Web,Europe,Completed,206.57,0.0,0.0,206.57
285,2628,20251209,Partner,APAC,Completed,270.48,15.07,0.0,255.41
286,5093,20250528,Convention,Latin America,Completed,141.05,0.0,0.0,141.05
287,1689,20230702,Mobile,Latin America,Completed,147.25,0.0,0.0,147.25
288,230,20231209,Web,Europe,Completed,306.37,19.09,0.0,287.28
289,2771,20240718,Partner,North America,Completed,126.36,0.0,0.0,126.36
290,5458,20250624,Convention,Europe,Completed,319.06,0.0,0.0,319.06
291,704,20250906,Mobile,APAC,Completed,362.8,0.0,0.0,362.8
292,3273,20250219,Web,Latin America,Completed,272.21,14.92,0.0,257.29
293,955,20231231,Partner,North America,Completed,246.27,0.0,0.0,246.27
294,2993,20250102,Convention,Latin America,Completed,369.14,0.0,0.0,369.14
295,5544,20240710,Mobile,APAC,Completed,302.56,18.22,0.0,284.34
296,2979,20230322,Web,North America,Completed,258.93,0.0,0.0,258.93
297,931,20240527,Partner,North America,Completed,226.62,0.0,0.0,226.62
298,5891,20231010,Convention,North America,Completed,151.79,2.71,0.0,149.08
299,3124,20230629,Mobile,APAC,Completed,205.52,0.0,0.0,205.52
300,5101,20230603,Web,Latin America,Completed,245.5,0.0,0.0,245.5
301,3790,20230517,Partner,Europe,Completed,282.01,8.43,0.0,273.58
302,4037,20240212,Convention,Latin America,Completed,360.82,0.0,0.0,360.82
303,2572,20250411,Mobile,APAC,Completed,106.07,0.0,0.0,106.07
304,3180,20241109,Web,APAC,Completed,208.8,11.53,0.0,197.27
305,2021,20240630,Partner,Latin America,Completed,351.79,0.0,0.0,351.79
306,363,20251129,Convention,North America,Completed,338.2,0.0,0.0,338.2
307,2523,20240921,Mobile,North America,Completed,91.49,0.0,0.0,91.49
308,4770,20240425,Web,Europe,Completed,209.99,12.08,0.0,197.91
309,1866,20230213,Partner,Europe,Completed,232.57,0.0,0.0,232.57
310,4309,20251026,Convention,Latin America,Completed,349.51,0.0,0.0,349.51
311,2943,20240827,Mobile,North America,Completed,380.49,23.32,0.0,357.17
312,196,20240122,Web,APAC,Completed,323.33,0.0,0.0,323.33
313,230,20240409,Partner,Europe,Completed,205.9,0.0,0.0,205.9
314,3966,20240802,Convention,Europe,Completed,139.96,8.85,0.0,131.11
315,65,20241212,Mobile,Latin America,Cancelled,242.85,0.0,0.0,242.85
316,480,20240403,Web,APAC,Completed,312.67,0.0,0.0,312.67
317,5229,20240707,Partner,Latin America,Completed,252.18,20.99,0.0,231.19
318,3553,20240119,Convention,Latin America,Completed,645.92,0.0,0.0,645.92
319,2289,20250213,Mobile,Latin America,Completed,110.07,0.0,0.0,110.07
320,58,20250828,Web,Europe,Completed,316.53,27.65,0.0,288.88
321,5506,20251008,Partner,Europe,Completed,61.81,0.0,8.41,70.22
322,3358,20250627,Convention,Europe,Completed,226.58,0.0,0.0,226.58
323,4188,20241117,Mobile,APAC,Completed,259.8,0.0,0.0,259.8
324,3805,20240312,Web,Latin America,Completed,292.53,3.09,0.0,289.44
325,2096,20240227,Partner,APAC,Completed,120.87,0.0,0.0,120.87
326,1668,20230129,Convention,APAC,Completed,352.59,0.0,0.0,352.59
327,3850,20231216,Mobile,Europe,Completed,96.99,8.19,0.0,88.8
328,1603,20231005,Web,North America,Completed,357.72,0.0,0.0,357.72
329,109,20230909,Partner,Latin America,Completed,132.99,0.0,0.0,132.99
330,2240,20240704,Convention,APAC,Cancelled,170.39,2.98,0.0,167.41
331,1901,20230405,Mobile,Latin America,Completed,220.74,0.0,0.0,220.74
332,1096,20230628,Web,APAC,Completed,196.5,0.0,0.0,196.5
333,2826,20250911,Partner,Europe,Completed,145.99,12.54,0.0,133.45
334,2806,20230325,Convention,Europe,Completed,382.01,0.0,0.0,382.01
335,1600,20251118,Mobile,APAC,Completed,333.11,0.0,0.0,333.11
336,5154,20250208,Web,Europe,Completed,615.95,52.93,0.0,563.02
337,5812,20240911,Partner,APAC,Completed,126.13,0.0,0.0,126.13
338,3142,20230903,Convention,Europe,Completed,319.34,0.0,0.0,319.34
339,3715,20250226,Mobile,North America,Completed,212.28,0.0,0.0,212.28
340,396,20230430,Web,APAC,Completed,418.58,24.9,0.0,393.68
341,3504,20230110,Partner,APAC,Completed,288.56,0.0,0.0,288.56
342,45,20230428,Convention,Latin America,Completed,230.45,0.0,0.0,230.45
343,4044,20240715,Mobile,APAC,Completed,381.9,28.05,0.0,353.85
344,4615,20230417,Web,North America,Completed,511.5,0.0,0.0,511.5
345,5228,20241004,Partner,APAC,Completed,244.51,0.0,0.0,244.51
346,2226,20240913,Convention,Europe,Completed,187.96,3.57,0.0,184.39
347,2732,20230914,Mobile,APAC,Completed,142.95,0.0,0.0,142.95
348,2339,20251019,Web,North America,Completed,485.29,0.0,0.0,485.29
349,1389,20241103,Partner,Latin America,Completed,365.11,16.02,0.0,349.09
350,2791,20250117,Convention,North America,Cancelled,302.19,0.0,0.0,302.19
351,742,20240424,Mobile,Europe,Completed,288.53,0.0,0.0,288.53
352,4269,20240503,Web,Latin America,Completed,226.96,14.54,0.0,212.42
353,5392,20250519,Partner,APAC,Completed,277.12,0.0,0.0,277.12
354,5198,20240809,Convention,Europe,Completed,181.75,0.0,0.0,181.75
355,924,20231103,Mobile,APAC,Completed,290.17,0.0,0.0,290.17
356,840,20241129,Web,APAC,Completed,344.18,17.04,0.0,327.14
357,1874,20230305,Partner,Europe,Cancelled,112.13,0.0,0.0,112.13
358,5523,20250111,Convention,North America,Completed,129.16,0.0,0.0,129.16
359,4614,20231228,Mobile,Europe,Completed,235.0,21.46,0.0,213.54
360,1723,20231016,Web,North America,Completed,328.29,0.0,0.0,328.29
361,4625,20250824,Partner,Latin America,Completed,211.71,0.0,0.0,211.71
362,314,20241012,Convention,Europe,Completed,309.42,18.5,0.0,290.92
363,3372,20250910,Mobile,APAC,Completed,209.32,0.0,0.0,209.32
364,1203,20230816,Web,North America,Completed,303.66,0.0,0.0,303.66
365,2671,20241020,Partner,North America,Completed,114.56,3.81,0.0,110.75
366,3759,20240407,Convention,North America,Completed,518.49,0.0,0.0,518.49
367,2156,20240908,Mobile,APAC,Completed,180.25,0.0,0.0,180.25
368,4815,20230926,Web,North America,Completed,365.0,12.41,0.0,352.59
369,5748,20250519,Partner,APAC,Completed,179.01,0.0,0.0,179.01
370,5187,20240516,Convention,North America,Completed,294.03,0.0,0.0,294.03
371,1234,20240227,Mobile,Europe,Completed,219.82,0.0,0.0,219.82
372,4456,20250114,Web,APAC,Completed,191.21,23.5,0.0,167.71
373,3851,20241104,Partner,North America,Completed,124.11,0.0,0.0,124.11
374,1983,20231001,Convention,North America,Completed,322.4,0.0,0.0,322.4
375,1021,20230118,Mobile,Latin America,Completed,154.07,19.57,0.0,134.5
